"genenames","PFAM"
"MA-108874g0010","PF00931-NB-ARC domain;PF05659-Arabidopsis broad-spectrum mildew resistance protein RPW8"
"MA-109318g0010",NA
"MA-109495g0010",NA
"MA-109497g0010","PF03080-Neprosin;PF14365-Neprosin activation peptide"
"MA-109548g0010",NA
"MA-10959g0010",NA
"MA-110053g0010",NA
"MA-110551g0010","PF00320-GATA zinc finger"
"MA-110556g0010","PF17181-Epidermal patterning factor proteins"
"MA-110991g0010","PF01535-PPR repeat;PF01535-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-1111171g0010",NA
"MA-111138g0010",NA
"MA-11145g0010","PF01501-Glycosyl transferase family 8"
"MA-111456g0010",NA
"MA-111469g0010","PF08880-QLQ;PF08879-WRC"
"MA-111727g0010","PF13639-Ring finger domain"
"MA-1117523g0010","PF00334-Nucleoside diphosphate kinase"
"MA-111908g0010","PF06003-Survival motor neuron protein (SMN)"
"MA-11211g0010",NA
"MA-11214g0010","PF08323-Starch synthase catalytic domain"
"MA-11215g0010","PF03735-ENT domain"
"MA-112169g0010",NA
"MA-112182g0010",NA
"MA-112272g0010","PF01535-PPR repeat;PF12854-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13812-Pentatricopeptide repeat domain;PF13812-Pentatricopeptide repeat domain"
"MA-11233g0040",NA
"MA-11258g0010","PF00153-Mitochondrial carrier protein;PF00153-Mitochondrial carrier protein;PF00153-Mitochondrial carrier protein"
"MA-112722g0010",NA
"MA-11273g0010",NA
"MA-11306g0010","PF00642-Zinc finger C-x8-C-x5-C-x3-H type (and similar);PF12796-Ankyrin repeats (3 copies)"
"MA-113081g0010","PF14226-non-haem dioxygenase in morphine synthesis N-terminal;PF03171-2OG-Fe(II) oxygenase superfamily"
"MA-11315g0010","PF06426-Serine acetyltransferase, N-terminal;PF00132-Bacterial transferase hexapeptide (six repeats);PF00132-Bacterial transferase hexapeptide (six repeats)"
"MA-1134g0010","PF03080-Neprosin;PF03080-Neprosin;PF14365-Neprosin activation peptide"
"MA-113519g0010","PF00004-ATPase family associated with various cellular activities (AAA)"
"MA-113573g0010",NA
"MA-113769g0010","PF07926-TPR/MLP1/MLP2-like protein"
"MA-11380g0010",NA
"MA-11380g0020",NA
"MA-114043g0010","PF03352-Methyladenine glycosylase"
"MA-114120g0010",NA
"MA-114199g0010",NA
"MA-114320g0010",NA
"MA-114371g0010",NA
"MA-114377g0010",NA
"MA-114773g0010",NA
"MA-114779g0010","PF16679-DNA replication factor Cdt1 C-terminal domain;PF08839-DNA replication factor CDT1 like"
"MA-114838g0010","PF07765-KIP1-like protein"
"MA-114866g0010","PF05997-Nucleolar protein,Nop52"
"MA-11492g0010","PF10533-Plant zinc cluster domain;PF03106-WRKY DNA -binding domain"
"MA-114955g0020","PF00249-Myb-like DNA-binding domain;PF00249-Myb-like DNA-binding domain;PF00249-Myb-like DNA-binding domain;PF00249-Myb-like DNA-binding domain"
"MA-11516g0010","PF06221-Putative zinc finger motif, C2HC5-type"
"MA-115167g0010","PF05055-Protein of unknown function (DUF677)"
"MA-115202g0010","PF08879-WRC"
"MA-115256g0010",NA
"MA-115424g0010","PF04564-U-box domain;PF00514-Armadillo/beta-catenin-like repeat;PF00514-Armadillo/beta-catenin-like repeat"
"MA-115471g0010","PF00584-SecE/Sec61-gamma subunits of protein translocation complex"
"MA-115479g0010",NA
"MA-11552g0010","PF13837-Myb/SANT-like DNA-binding domain"
"MA-11564g0010","PF00481-Protein phosphatase 2C"
"MA-1158758g0010",NA
"MA-11596g0010","PF06093-Spt4/RpoE2 zinc finger"
"MA-116042g0010",NA
"MA-11646g0010","PF13947-Wall-associated receptor kinase galacturonan-binding;PF14380-Wall-associated receptor kinase C-terminal"
"MA-116460g0010","PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-11675g0010","PF13041-PPR repeat family;PF13041-PPR repeat family;PF13812-Pentatricopeptide repeat domain;PF13812-Pentatricopeptide repeat domain;PF12854-PPR repeat;PF01535-PPR repeat"
"MA-117242g0010",NA
"MA-117445g0010","PF00112-Papain family cysteine protease;PF08127-Peptidase family C1 propeptide"
"MA-117528g0010",NA
"MA-117727g0010",NA
"MA-117831g0010","PF02518-Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase;PF00072-Response regulator receiver domain"
"MA-1179g0010","PF12799-Leucine Rich repeats (2 copies)"
"MA-117901g0010","PF02163-Peptidase family M50"
"MA-118036g0010","PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF13041-PPR repeat family"
"MA-118141g0010",NA
"MA-118224g0010",NA
"MA-118288g0010","PF09412-Endoribonuclease XendoU"
"MA-118524g0010","PF05691-Raffinose synthase or seed imbibition protein Sip1"
"MA-11862g0010","PF01762-Galactosyltransferase;PF13334-Domain of unknown function (DUF4094)"
"MA-118662g0010",NA
"MA-118702g0010","PF00067-Cytochrome P450"
"MA-118728g0010","PF04859-Plant protein of unknown function (DUF641)"
"MA-119270g0010","PF05378-Hydantoinase/oxoprolinase N-terminal region;PF01968-Hydantoinase/oxoprolinase;PF02538-Hydantoinase B/oxoprolinase"
"MA-119313g0010",NA
"MA-119335g0010",NA
"MA-11962g0020","PF00013-KH domain;PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MA-120179g0010",NA
"MA-120222g0010",NA
"MA-120420g0010",NA
"MA-120431g0010",NA
"MA-120662g0010",NA
"MA-120757g0010","PF00481-Protein phosphatase 2C"
"MA-12084g0010","PF00400-WD domain, G-beta repeat;PF00400-WD domain, G-beta repeat;PF14844-PH domain associated with Beige/BEACH;PF02138-Beige/BEACH domain"
"MA-121070g0010","PF00025-ADP-ribosylation factor family"
"MA-121134g0010","PF08137-DVL family"
"MA-12120g0010","PF13445-RING-type zinc-finger"
"MA-121254g0010","PF00118-TCP-1/cpn60 chaperonin family"
"MA-121279g0010",NA
"MA-12144g0010",NA
"MA-121478g0010","PF14310-Fibronectin type III-like domain"
"MA-12161g0010",NA
"MA-121617g0010","PF06916-Protein of unknown function (DUF1279)"
"MA-121967g0010",NA
"MA-122091g0010","PF03492-SAM dependent carboxyl methyltransferase;PF03492-SAM dependent carboxyl methyltransferase"
"MA-122094g0010","PF00191-Annexin;PF00191-Annexin;PF00191-Annexin;PF00191-Annexin"
"MA-12211g0010","PF14432-DYW family of nucleic acid deaminases;PF01535-PPR repeat;PF01535-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF12854-PPR repeat;PF12854-PPR repeat"
"MA-122179g0010","PF01189-16S rRNA methyltransferase RsmB/F"
"MA-122218g0010","PF06507-Auxin response factor;PF02362-B3 DNA binding domain"
"MA-122318g0010",NA
"MA-12240g0020","PF10191-Golgi complex component 7 (COG7)"
"MA-122415g0010","PF00940-DNA-dependent RNA polymerase"
"MA-122546g0010","PF14432-DYW family of nucleic acid deaminases;PF01535-PPR repeat;PF01535-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-122748g0010","PF00462-Glutaredoxin"
"MA-122910g0010","PF01048-Phosphorylase superfamily"
"MA-12294g0010","PF04646-Protein of unknown function, DUF604"
"MA-123124g0020","PF08879-WRC"
"MA-123198g0010","PF04101-Glycosyltransferase family 28 C-terminal domain"
"MA-12320g0010",NA
"MA-123274g0010",NA
"MA-12334g0010","PF00931-NB-ARC domain"
"MA-123511g0010",NA
"MA-123682g0010",NA
"MA-12404g0020",NA
"MA-124056g0010","PF05368-NmrA-like family"
"MA-124661g0010","PF00704-Glycosyl hydrolases family 18"
"MA-124714g0010",NA
"MA-124772g0010","PF02536-mTERF"
"MA-124774g0010",NA
"MA-124947g0010","PF03399-SAC3/GANP family"
"MA-12503g0010",NA
"MA-125055g0010",NA
"MA-125282g0010","PF11493-Thylakoid soluble phosphoprotein TSP9"
"MA-125328g0010",NA
"MA-125443g0010",NA
"MA-125829g0010",NA
"MA-125929g0010",NA
"MA-126037g0020","PF01535-PPR repeat;PF01535-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family;PF12854-PPR repeat;PF12854-PPR repeat;PF14432-DYW family of nucleic acid deaminases"
"MA-126045g0010",NA
"MA-126169g0010","PF01985-CRS1 / YhbY (CRM) domain"
"MA-126338g0010",NA
"MA-126339g0010",NA
"MA-126568g0010","PF00795-Carbon-nitrogen hydrolase"
"MA-126835g0010",NA
"MA-127096g0010","PF00450-Serine carboxypeptidase"
"MA-127220g0010","PF03473-MOSC domain"
"MA-127513g0010","PF11955-Plant organelle RNA recognition domain"
"MA-127615g0010","PF01535-PPR repeat;PF01535-PPR repeat;PF14432-DYW family of nucleic acid deaminases;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family"
"MA-12790g0040","PF03081-Exo70 exocyst complex subunit"
"MA-128420g0010",NA
"MA-12853g0010","PF01991-ATP synthase (E/31 kDa) subunit"
"MA-128791g0010","PF01633-Choline/ethanolamine kinase"
"MA-128961g0010",NA
"MA-129080g0010","PF00071-Ras family"
"MA-12936g0020","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MA-129755g0010",NA
"MA-12998g0010","PF00067-Cytochrome P450"
"MA-129980g0010","PF02341-RbcX protein"
"MA-130005g0010",NA
"MA-130415g0010",NA
"MA-130479g0010",NA
"MA-130557g0010","PF01546-Peptidase family M20/M25/M40"
"MA-130571g0010","PF07899-Frigida-like protein"
"MA-13077g0010","PF12171-Zinc-finger double-stranded RNA-binding"
"MA-130894g0010","PF00646-F-box domain"
"MA-130902g0010",NA
"MA-130907g0010","PF00170-bZIP transcription factor;PF14144-Seed dormancy control"
"MA-130980g0010",NA
"MA-131024g0010","PF05691-Raffinose synthase or seed imbibition protein Sip1"
"MA-131343g0010","PF07714-Protein tyrosine kinase"
"MA-1315g0010","PF05553-Cotton fibre expressed protein"
"MA-131632g0010","PF01501-Glycosyl transferase family 8"
"MA-131802g0010",NA
"MA-132005g0010","PF00651-BTB/POZ domain;PF02135-TAZ zinc finger"
"MA-132021g0010",NA
"MA-132042g0010",NA
"MA-132688g0020",NA
"MA-132704g0010","PF00646-F-box domain;PF01167-Tub family"
"MA-132880g0010",NA
"MA-133g0010",NA
"MA-133060g0010",NA
"MA-133206g0010","PF13181-Tetratricopeptide repeat;PF13432-Tetratricopeptide repeat;PF04969-CS domain"
"MA-133442g0020","PF01490-Transmembrane amino acid transporter protein"
"MA-13360g0020",NA
"MA-13363g0010","PF00628-PHD-finger;PF08214-Histone acetylation protein;PF02135-TAZ zinc finger;PF02135-TAZ zinc finger;PF00569-Zinc finger, ZZ type"
"MA-133711g0010","PF00349-Hexokinase;PF03727-Hexokinase"
"MA-133920g0010","PF04788-Protein of unknown function (DUF620)"
"MA-133946g0010","PF03162-Tyrosine phosphatase family;PF13837-Myb/SANT-like DNA-binding domain"
"MA-13397g0020","PF13639-Ring finger domain"
"MA-134110g0010",NA
"MA-13412g0010","PF00657-GDSL-like Lipase/Acylhydrolase"
"MA-134156g0010",NA
"MA-13416g0010","PF14541-Xylanase inhibitor C-terminal;PF14543-Xylanase inhibitor N-terminal"
"MA-134470g0010",NA
"MA-134489g0020","PF00005-ABC transporter;PF08370-Plant PDR ABC transporter associated"
"MA-134557g0010","PF17684-PH domain of plant-specific actin-binding protein"
"MA-13459g0020",NA
"MA-134775g0010",NA
"MA-134938g0010",NA
"MA-135075g0020","PF01535-PPR repeat;PF13812-Pentatricopeptide repeat domain;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF14432-DYW family of nucleic acid deaminases"
"MA-135250g0020","PF09713-Plant protein 1589 of unknown function (A_thal_3526)"
"MA-1354983g0010",NA
"MA-135571g0010","PF05557-Mitotic checkpoint protein"
"MA-135670g0010",NA
"MA-13576g0010",NA
"MA-13587g0010","PF02183-Homeobox associated leucine zipper;PF00046-Homeodomain;PF04618-HD-ZIP protein N terminus"
"MA-136021g0010","PF01490-Transmembrane amino acid transporter protein"
"MA-136037g0010","PF08209-Sgf11 (transcriptional regulation protein)"
"MA-13606g0010","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain);PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MA-136104g0010",NA
"MA-136161g0010",NA
"MA-136177g0010",NA
"MA-136188g0010","PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF14432-DYW family of nucleic acid deaminases;PF01535-PPR repeat"
"MA-136282g0010","PF00069-Protein kinase domain;PF08263-Leucine rich repeat N-terminal domain"
"MA-136388g0010",NA
"MA-136490g0010","PF00226-DnaJ domain"
"MA-136990g0010","PF02309-AUX/IAA family"
"MA-137163g0010","PF06200-tify domain;PF09425-Divergent CCT motif"
"MA-137185g0010","PF03470-XS zinc finger domain"
"MA-137299g0010","PF02469-Fasciclin domain;PF02469-Fasciclin domain"
"MA-137318g0010","PF00855-PWWP domain"
"MA-137650g0010",NA
"MA-137856g0010","PF00271-Helicase conserved C-terminal domain;PF00176-SNF2 family N-terminal domain"
"MA-13806g0010","PF01588-Putative tRNA binding domain"
"MA-138107g0010",NA
"MA-138202g0010",NA
"MA-13825g0010",NA
"MA-138328g0010",NA
"MA-138441g0010","PF04083-Partial alpha/beta-hydrolase lipase region"
"MA-138591g0010","PF03018-Dirigent-like protein"
"MA-138644g0010",NA
"MA-138770g0010",NA
"MA-139135g0010","PF07821-Alpha-amylase C-terminal beta-sheet domain"
"MA-139200g0010",NA
"MA-139204g0010","PF00849-RNA pseudouridylate synthase"
"MA-13921g0010",NA
"MA-139263g0010",NA
"MA-139275g0010","PF16135-TPL-binding domain in jasmonate signalling;PF00628-PHD-finger;PF05641-Agenet domain"
"MA-139378g0010","PF01704-UTP--glucose-1-phosphate uridylyltransferase"
"MA-139670g0010",NA
"MA-13968g0020","PF03016-Exostosin family"
"MA-139814g0010","PF02536-mTERF"
"MA-13982g0010","PF08263-Leucine rich repeat N-terminal domain;PF13855-Leucine rich repeat;PF00650-CRAL/TRIO domain"
"MA-139843g0010","PF00335-Tetraspanin family"
"MA-13996g0010","PF01424-R3H domain;PF12752-SUZ domain"
"MA-140046g0010","PF02900-Catalytic LigB subunit of aromatic ring-opening dioxygenase"
"MA-1400915g0010",NA
"MA-140138g0020",NA
"MA-140292g0010","PF00487-Fatty acid desaturase;PF11960-Domain of unknown function (DUF3474)"
"MA-140359g0010",NA
"MA-14049g0010","PF02536-mTERF"
"MA-140500g0010",NA
"MA-140591g0010","PF01535-PPR repeat;PF01535-PPR repeat;PF01535-PPR repeat;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF13041-PPR repeat family;PF14432-DYW family of nucleic acid deaminases"
"MA-140627g0010","PF07797-Protein of unknown function (DUF1639)"
"MA-140728g0010","PF01988-VIT family"
"MA-14076g0010","PF05794-T-complex protein 11"
"MA-140859g0010",NA
"MA-140869g0010",NA
"MA-140983g0010",NA
"MA-141060g0010","PF01553-Acyltransferase"
"MA-141147g0010","PF05605-Drought induced 19 protein (Di19), zinc-binding;PF14571-Stress-induced protein Di19, C-terminal"
"MA-141267g0010",NA
"MA-141465g0010","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain);PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MA-141466g0010",NA
"MA-141474g0010","PF00160-Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD"
"MA-141514g0010","PF10440-Ubiquitin-binding WIYLD domain"
"MA-141718g0010",NA
"MA-141852g0010",NA
"MA-141872g0010","PF00319-SRF-type transcription factor (DNA-binding and dimerisation domain)"
"MA-141902g0010",NA
"MA-142007g0010","PF17677-Glycosyl hydrolases family 38 C-terminal beta sandwich domain"
"MA-14229g0020","PF05804-Kinesin-associated protein (KAP)"
"MA-14268g0010","PF01501-Glycosyl transferase family 8"
"MA-14309g0010","PF04640-PLATZ transcription factor"
"MA-14318g0010","PF13964-Kelch motif;PF13418-Galactose oxidase, central domain"
"MA-1432g0010",NA
"MA-14333g0010","PF00310-Glutamine amidotransferases class-II"
"MA-14404g0010","PF00365-Phosphofructokinase"
"MA-14417g0020",NA
"MA-14437g0020",NA
"MA-14457g0020","PF02170-PAZ domain;PF16487-Mid domain of argonaute;PF16486-N-terminal domain of argonaute;PF08699-Argonaute linker 1 domain;PF16488-Argonaute linker 2 domain"
"MA-14467g0010","PF13012-Maintenance of mitochondrial structure and function;PF01398-JAB1/Mov34/MPN/PAD-1 ubiquitin protease"
"MA-14534g0010","PF00635-MSP (Major sperm protein) domain"
"MA-1460g0010","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MA-146239g0010",NA
"MA-14662g0010","PF10217-Uncharacterized conserved protein (DUF2039)"
"MA-14692g0010","PF04427-Brix domain"
"MA-14697g0010","PF04107-Glutamate-cysteine ligase family 2(GCS2)"
"MA-147026g0020","PF01871-AMMECR1"
"MA-14714g0010","PF12202-Oxidative-stress-responsive kinase 1 C-terminal domain;PF00069-Protein kinase domain"
"MA-1472g0020","PF04059-RNA recognition motif 2"
"MA-1481g0010","PF00117-Glutamine amidotransferase class-I;PF06418-CTP synthase N-terminus"
"MA-14836g0010","PF18791-Transport inhibitor response 1 protein domain;PF18511-F-box;PF13516-Leucine Rich repeat"
"MA-14965g0020",NA
"MA-1498g0010","PF01541-GIY-YIG catalytic domain"
"MA-14987g0010","PF05700-Breast carcinoma amplified sequence 2 (BCAS2)"
"MA-15045g0010","PF00013-KH domain;PF16275-Splicing factor 1 helix-hairpin domain;PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MA-15067g0020","PF08768-Domain of unknown function (DUF1794)"
"MA-15122g0010","PF00319-SRF-type transcription factor (DNA-binding and dimerisation domain)"
"MA-151481g0010",NA
"MA-152705g0020","PF05365-Ubiquinol-cytochrome C reductase, UQCRX/QCR9 like"
"MA-153g0020","PF00305-Lipoxygenase"
"MA-153080g0010",NA
"MA-15346g0020",NA
"MA-15381g0010","PF03110-SBP domain"
"MA-15386g0010","PF00071-Ras family"
"MA-15391g0010","PF03464-eRF1 domain 2;PF03465-eRF1 domain 3;PF03463-eRF1 domain 1"
"MA-154719g0010",NA
"MA-15491g0010",NA
"MA-15758g0010","PF02463-RecF/RecN/SMC N terminal domain"
"MA-15773g0010","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain);PF02136-Nuclear transport factor 2 (NTF2) domain"
"MA-1578433g0010",NA
"MA-158153g0010","PF00584-SecE/Sec61-gamma subunits of protein translocation complex"
"MA-1582g0020","PF00067-Cytochrome P450"
"MA-15820g0010","PF01070-FMN-dependent dehydrogenase"
"MA-158224g0010",NA
"MA-158249g0010","PF05678-VQ motif"
"MA-15827g0020","PF09454-Vps23 core domain"
"MA-158434g0010","PF11955-Plant organelle RNA recognition domain"
"MA-158483g0010","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MA-15876g0010","PF02536-mTERF"
"MA-15888g0010",NA
"MA-159017g0010","PF00153-Mitochondrial carrier protein;PF00153-Mitochondrial carrier protein;PF00153-Mitochondrial carrier protein"
"MA-159115g0010",NA
"MA-1592g0010",NA
"MA-15932g0010",NA
"MA-159355g0010","PF04398-Protein of unknown function, DUF538"
"MA-159417g0010","PF01926-50S ribosome-binding GTPase"
"MA-159548g0010","PF13855-Leucine rich repeat;PF00931-NB-ARC domain"
"MA-15962g0010","PF00010-Helix-loop-helix DNA-binding domain;PF14215-bHLH-MYC and R2R3-MYB transcription factors N-terminal"
"MA-159904g0010","PF00067-Cytochrome P450"
"MA-159974g0010",NA
"MA-160057g0010",NA
"MA-16045g0020","PF05725-FNIP Repeat"
"MA-160618g0010","PF14226-non-haem dioxygenase in morphine synthesis N-terminal"
"MA-160677g0010",NA
"MA-160765g0010",NA
"MA-160810g0010","PF00549-CoA-ligase"
"MA-16104g0010",NA
"MA-161258g0010","PF00320-GATA zinc finger"
"MA-161302g0010","PF08510-PIG-P"
"MA-161583g0010","PF13639-Ring finger domain"
"MA-16160g0010",NA
"MA-1617g0010","PF04116-Fatty acid hydroxylase superfamily"
"MA-162550g0010","PF06376-Arabinogalactan peptide"
"MA-162587g0010","PF16906-Ribosomal proteins L26 eukaryotic, L24P archaeal;PF00467-KOW motif"
"MA-162652g0010","PF03214-Reversibly glycosylated polypeptide"
"MA-162731g0010","PF14543-Xylanase inhibitor N-terminal;PF14543-Xylanase inhibitor N-terminal;PF14541-Xylanase inhibitor C-terminal"
"MA-162825g0010",NA
"MA-1632g0010",NA
"MA-163650g0010","PF17855-MCM AAA-lid domain;PF00493-MCM P-loop domain;PF14551-MCM N-terminal domain;PF17207-MCM OB domain"
"MA-163730g0010","PF18052-Rx N-terminal domain;PF00931-NB-ARC domain"
"MA-164160g0010","PF00085-Thioredoxin"
"MA-16425g0010",NA
"MA-164490g0010","PF00646-F-box domain"
"MA-164736g0010",NA
"MA-16518g0010",NA
"MA-165342g0010","PF13959-Domain of unknown function (DUF4217)"
"MA-165875g0010","PF09783-Vacuolar import and degradation protein"
"MA-1663g0010","PF14559-Tetratricopeptide repeat"
"MA-166399g0010","PF09728-Myosin-like coiled-coil protein"
"MA-16677g0010","PF16189-Creatinase/Prolidase N-terminal domain;PF01321-Creatinase/Prolidase N-terminal domain"
"MA-16680g0010","PF08282-haloacid dehalogenase-like hydrolase"
